t,u1,u2,u3
6.3,0.17589361445457294,0.3493102552498938,1.4386455845808073
6.35,0.19141025225688332,0.39667408956467126,1.5289286178952026
6.4,0.2127285217816736,0.45413437800959694,1.5951551020425516
6.45,0.24126488442784336,0.5215828171881415,1.6272686150730524
6.5,0.2786197827055307,0.5971611474574094,1.6166897930187125
6.55,0.32631080127743656,0.6765345386025627,1.559106251483892
6.6,0.3852501194347779,0.7527749892179291,1.4568976673530278
6.65,0.4549475040640553,0.8173511740506147,1.3198239253922202
6.7,0.5326517657765685,0.8622597189941991,1.1629803965418608
6.75,0.6129404911204679,0.8824350680458539,1.0027067986706344
6.8,0.6883234999630001,0.8771716326812299,0.8525236956439461
6.85,0.7509615836503922,0.8498658194168577,0.7209078053146214
6.9,0.7948045883610954,0.8064356135543344,0.6112785079299433
6.95,0.8170561699191888,0.7534001818974493,0.5233507074778889
7.0,0.8183359758987298,0.6964463909137345,0.45478989195049924
7.05,0.8017606476237729,0.6397703238946366,0.4025201105887843
7.1,0.7716406360366684,0.586041703790317,0.3635159850249504
7.15,0.7323808574506682,0.5366947541948731,0.3351715658863302
7.2,0.6878233194990122,0.49230173363535323,0.3154052889337987
7.25,0.6409876444474504,0.45290012313793815,0.3026347604310189
7.3,0.5940678819492364,0.41823397525186246,0.29570165774624435
7.35,0.5485545934423595,0.38791215575106835,0.2937885545238905
7.4,0.5053914193827337,0.3615033080234505,0.2963460403911493
7.45,0.4651220698445327,0.33858885682347695,0.30303441820859645
7.5,0.42801335533522855,0.3187900773490252,0.31367839964596517
7.55,0.3941467760355825,0.3017794305233926,0.32823419969321926
7.6,0.3634863368287872,0.28728396472638573,0.3467641465555744
7.65,0.33592651848667265,0.2750846119017492,0.36941716972608496
7.7,0.31132454676593196,0.26501410707298506,0.39641254015438665
7.75,0.2895235173844966,0.2569546781506921,0.4280242348564162
7.8,0.2703674825424754,0.2508367784931464,0.464563685095447
7.85,0.2537117523311374,0.24663857056857008,0.5063617043931062
7.9,0.2394315947796248,0.24438782490420355,0.5537365643777332
7.95,0.22742714065355404,0.24416435286203142,0.6069653728116433
8.0,0.21762956081622,0.24610522181553868,0.6662311604364536
8.05,0.21000688753851138,0.2504116089976925,0.7315560471469381
8.1,0.20456944491746462,0.25735570669379704,0.8027274018373693
8.15,0.2013791803563522,0.26728982305477134,0.8791712511540324
8.2,0.2005579611617746,0.28065136898694665,0.9598392219309071
8.25,0.20230015762597184,0.2979619210267967,1.043044348224063
8.3,0.20688636247596576,0.3198122683828391,1.1263107461750554
8.35,0.21469743558722199,0.3468212472530076,1.2062459895256874
8.4,0.2262271941947325,0.37954745001333623,1.278500877445139
8.45,0.24208614387574068,0.41834698657933383,1.337886056572922
8.5,0.26298323733873663,0.46314066310431673,1.3787830517861548
8.55,0.2896742308399608,0.5131372412462457,1.395842058966086
8.6,0.32283610849442496,0.5665373726945645,1.385065318196955
8.65,0.3628688566917075,0.6203830014045547,1.3449178707120242
8.7,0.40959461714940454,0.6706978813649338,1.2772027878639252
8.75,0.4619262905142873,0.713043742804595,1.187144402880261
8.8,0.5176167741219895,0.7434036221849454,1.082529894726155
8.85,0.5732696955928025,0.7591217766306599,0.9720926447896816
8.9,0.6247421709297891,0.7594826761082547,0.8638101150608202
8.95,0.6678938387336814,0.7457234660255815,0.7636983344760672
9.0,0.6994497686204973,0.72051450721746,0.6753833328339912
9.05,0.7176131265672927,0.687202273403466,0.6003494349029856
9.1,0.722236076886474,0.6491071321046199,0.5385237949082952
9.15,0.714557543615506,0.6090584146131508,0.48891388490902005
9.2,0.6966977878762887,0.5691984971121739,0.45012143569331553
9.25,0.6711341609884619,0.5309863328661144,0.4206816606244022
9.3,0.6402951576449315,0.495306641125286,0.3992524559539348
9.35,0.606312763008283,0.4626161593416889,0.3846986555609954
9.4,0.5709210240089474,0.4330786302714264,0.3761109516726598
9.45,0.5354459110301429,0.4066735553195139,0.3727942909548759
9.5,0.5008502400619862,0.38327700095004524,0.37424130471088246
9.55,0.46779706619658035,0.36271495146151866,0.38010382249223357
9.6,0.4367171185616772,0.3447991628665112,0.39016479649301555
9.65,0.4078684307658814,0.32934881467144744,0.40431387795095014
9.7,0.3813851550245649,0.31620334385272875,0.4225258419790419
9.75,0.3573175892060432,0.30523009943764856,0.44484055193858757
9.8,0.33566080938316667,0.296328327277944,0.4713446819736107
9.85,0.31637835869176334,0.2894318558158353,0.5021513566021885
9.9,0.2994181826831414,0.28451073518133696,0.5373787201349434
9.95,0.284725867422356,0.2815729341662606,0.5771247084262302
10.0,0.2722547161154556,0.28066620092816075,0.6214328818791724
