epoch,loss,regularization_loss,r1,a1_1,a1_2,a1_3,r2,a2_1,a2_2,a2_3,r3,a3_1,a3_2,a3_3
42.0,1862.0617363192887,0.18158583245917642,missing,-2.1238839363247384,-0.9373434210700458,-3.729877672614275,missing,-0.26050467027539304,-2.4348526712571537,-0.15990264455242015,missing,-0.40930770719242965,-1.061035454342417,-0.24675108968263662
43.0,1861.4718662217333,0.1815287899741904,missing,-2.1237848858000286,-0.937442567962067,-3.729977539604896,missing,-0.26040542707046643,-2.434753331032567,-0.16000183447646832,missing,-0.4092110523723908,-1.0611343458498084,-0.24665199722948597
44.0,1860.8822228492882,0.18147176615035762,missing,-2.123685870469953,-0.9375416834948483,-3.7300774010189666,missing,-0.2603062117590776,-2.434654015343429,-0.16010099411010859,missing,-0.40911452600868353,-1.061233196199876,-0.24655293941626658
45.0,1860.2928061665996,0.18141476097697726,missing,-2.1235868904777826,-0.9376407675545975,-3.73017725679608,missing,-0.2602070244479196,-2.4345547242988603,-0.1602001233079184,missing,-0.4090181289681276,-1.061332005210873,-0.24645391646200576
46.0,1859.7036161316441,0.1813577744002974,missing,-2.1234879459479172,-0.9377398200447474,-3.7302771068781215,missing,-0.2601078652287069,-2.434455457995033,-0.16029922193971524,missing,-0.4089218620572046,-1.0614307727217798,-0.246354928569528
47.0,1859.1146526900206,0.1813008063487896,missing,-2.1233890369865804,-0.9378388408853159,-3.7303769512094065,missing,-0.2600087341787908,-2.4343562165156736,-0.1603982898898883,missing,-0.40882572602531314,-1.061529498591393,-0.24625597592606135
48.0,1858.5259157503344,0.18124385676704036,missing,-2.1232901636824737,-0.9379378300121897,-3.730476789736879,missing,-0.25990963136179235,-2.4342569999325887,-0.16049732705674802,missing,-0.4087297215680588,-1.0616281826974443,-0.24615705870382765
49.0,1857.9374051655473,0.1811869256245722,missing,-2.123191326107521,-0.9380367873763651,-3.7305766224103,missing,-0.25981055682825954,-2.434157808306206,-0.16059633335187967,missing,-0.4086338493305223,-1.0617268249357246,-0.24605817706063876
50.0,1857.3491207694476,0.18113001292158207,missing,-2.123092524317684,-0.9381357129432474,-3.730676449182369,missing,-0.2597115106163036,-2.4340586416860903,-0.16069530869952142,missing,-0.40853810991027695,-1.061825425219238,-0.24595933114046775
51.0,1857.3491207694476,0.18113001292158207,missing,-2.123092524317684,-0.9381357129432474,-3.730676449182369,missing,-0.2597115106163036,-2.4340586416860903,-0.16069530869952142,missing,-0.40853810991027695,-1.061825425219238,-0.24595933114046775
52.0,1857.3491207694476,0.18113001292158207,missing,-2.123092524317684,-0.9381357129432474,-3.730676449182369,missing,-0.2597115106163036,-2.4340586416860903,-0.16069530869952142,missing,-0.40853810991027695,-1.061825425219238,-0.24595933114046775
53.0,97.89871923021154,0.006210705656537904,missing,-2.050444674540764,-0.9838101149983418,-3.7320027017774784,missing,-0.20612671974276836,-2.4307204536183344,-0.17573379334692096,missing,-0.404197464858703,-1.0641095424356548,-0.24354404558904738
54.0,47.18101146735131,0.0009349797284441065,missing,-2.0360633450740324,-0.9928520020177264,-3.73226525200632,missing,-0.19551894175444137,-2.4300596167385735,-0.1787108976204683,missing,-0.403338236985921,-1.064561713821931,-0.24306592389582782
55.0,47.14405583604352,0.0009254242945560503,missing,-2.0356723793381692,-0.9931055206137864,-3.73227253775322,missing,-0.19522875815968802,-2.430041600633379,-0.1787977278448326,missing,-0.40331635726034126,-1.0645740454539194,-0.2430525654363541
56.0,38.38599775010286,0.0005996572429451295,missing,-2.033502141269884,-0.9977665073931422,-3.7323755138502537,missing,-0.19285731841085776,-2.429920187467407,-0.18176845934491676,missing,-0.40381932342689814,-1.064658915472952,-0.24282614945357853
57.0,37.514588297436056,0.0004892503834568955,missing,-2.0354185645636633,-0.9964857163779379,-3.73233907233709,missing,-0.19428857035886482,-2.4300087419627023,-0.18131362794978942,missing,-0.403919295375751,-1.0645982758630101,-0.24289343250997378
58.0,37.511601858341216,0.00048433558964385817,missing,-2.0354233521498237,-0.9965557485603281,-3.7323403983507384,missing,-0.19427490601099276,-2.4300084673682565,-0.18136836302700862,missing,-0.40393369480752184,-1.0645984887868725,-0.24289021530725233
59.0,37.50732492187368,0.0004890092205728877,missing,-2.035294812434386,-0.9965829167691879,-3.7323427767185398,missing,-0.19417975410755114,-2.4300014210527907,-0.18133831400932804,missing,-0.40392635001227367,-1.0646016538815597,-0.2428929637523969
60.0,34.132866387096655,0.0004373112484653269,missing,-1.8946312800898844,-1.110486057774365,-3.736318220046064,missing,-0.07334170563745396,-2.422080318770781,-0.21643745245096296,missing,-0.40959176812783615,-1.0686299523812497,-0.24092266448551358
61.0,34.032020284199625,0.0004117338978435119,missing,-1.8956762926207478,-1.110018672448733,-3.7362952038505677,missing,-0.07416018266710034,-2.422137753873658,-0.21647774769436265,missing,-0.409614769480435,-1.0686023738155943,-0.24091633544363383
62.0,34.031870380200374,0.00041124991642913243,missing,-1.89632542461797,-1.1094845381210856,-3.7362765930176156,missing,-0.07472119455921776,-2.4221745249618114,-0.2163109191381414,missing,-0.40958600786783433,-1.0685837993535712,-0.2409253828448016
63.0,34.02660223406887,0.00040660066375254014,missing,-1.899502005419764,-1.1068744732172937,-3.7361874155784727,missing,-0.07746496176682414,-2.4223544458678354,-0.21549179655659606,missing,-0.409468652637246,-1.0684919183750927,-0.24097571016261188
64.0,25.28581564065655,0.0005877363440467605,missing,-1.3545737597977936,-1.5030887830496762,-3.7517374760474973,missing,0.3538515884437129,-2.395164296746148,-0.3403088475806792,missing,-0.4409043868022634,-1.0833539822500966,-0.23702983087482535
65.0,24.409027880772832,0.0006981860338105043,missing,-1.2138503972925039,-1.6109899297445252,-3.755719230064442,missing,0.4701252093794653,-2.3876693056283793,-0.37364056885372027,missing,-0.44758581978628076,-1.0872920571255837,-0.23552493982032122
66.0,24.199163779664982,0.0007101952221810946,missing,-1.1710428808263318,-1.641288500226108,-3.7569312645294444,missing,0.5036313118941794,-2.385561059179178,-0.3829777787668513,missing,-0.4500142808537834,-1.0884521624622172,-0.23526228475483166
67.0,24.189325659860682,0.0007226222735795584,missing,-1.1522068980950497,-1.6549432521726883,-3.7574664794471553,missing,0.5185731745227342,-2.3846162919697256,-0.38722279598630904,missing,-0.4510655199494431,-1.088966414736516,-0.23512576442510788
68.0,24.188893379010526,0.0007276547104315231,missing,-1.1477159751869752,-1.6583270834338706,-3.7575943761477886,missing,0.5222220546514305,-2.3843833155227827,-0.3882828397065289,missing,-0.45130194416531155,-1.089090759585282,-0.2350838812514182
69.0,24.18842368813171,0.0007288296432468175,missing,-1.1460375360178496,-1.6595096636824762,-3.7576425224252397,missing,0.5235109831721371,-2.3843034534674725,-0.38866498224944845,missing,-0.4514107290409221,-1.0891356615096894,-0.23507510476349536
70.0,23.310441286366512,0.0005860055620597916,missing,-1.2083207130990563,-1.6115308212599166,-3.755841869493094,missing,0.46945044777603656,-2.3877157916048395,-0.37367054854916715,missing,-0.44992319999106867,-1.0869787010092187,-0.23650753098589064
71.0,19.06252822207232,0.0007744273114172876,missing,-0.04001092738770162,-2.450033107446743,-3.7887755230001083,missing,1.3746334472602557,-2.3301371706282876,-0.6325468845097939,missing,-0.5255905201382909,-1.1160531508350626,-0.23362319021488698
72.0,18.096116213914225,0.0006237247775724426,missing,-0.1694813351368774,-2.352878993293069,-3.7851083877936915,missing,1.2705856721683366,-2.3368190592696547,-0.6024133392281527,missing,-0.5181581573497646,-1.1126562540302942,-0.2344593558768765
