problem_name,mechanistic_setting,dataset,sampling_strategy,par_row,array_nr,epochs_adam,epochs_bfgs,lr_adam,stepnorm_bfgs,λ_reg,act_fct,hidden_layers,hidden_neurons,tolerance,MSE,nMSE,runtime,loss,negLL
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,432,500,1000,0.1,0.01,0.001,rbf,3,4,1E-12,0.0233940839964,0.077916361545662,23.3012833333333,-371.229464261025,-371.230978430577
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,513,500,1000,0.0001,1E-05,100,gelu,3,4,1E-12,0.006557425714717,0.014132228165012,16.3282833333333,-554.24048065587,-569.936646947889
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,517,500,1000,0.001,0.0001,100,gelu,3,4,1E-12,0.020880932533729,0.050966017404013,16.4463833333333,-361.626996508141,-368.034408106504
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,543,500,1000,0.1,0.01,0.01,gelu,1,8,1E-12,0.000524339712289,0.001072951820109,14.23165,-765.8728669727,-765.948679652312
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,514,500,1000,0.0001,1E-05,1,gelu,3,4,1E-12,0.003998685819348,0.012944419205905,18.3571,-593.373284913831,-594.168971061116
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,515,500,1000,0.0001,1E-05,0.01,gelu,3,4,1E-12,0.003141404523743,0.009402619284468,18.6029333333333,-602.409140148098,-602.417531448842
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,544,500,1000,0.1,0.01,0.001,gelu,1,8,1E-12,0.00043189787349,0.001235909014472,15.9578,-778.564992968782,-778.568796210783
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,522,500,1000,0.01,0.001,1,gelu,3,4,1E-12,0.000372504677934,0.000970369161042,19.7259666666667,-778.125916393798,-781.647457804706
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,526,500,1000,0.1,0.01,1,gelu,3,4,1E-12,0.000310249573632,0.000755535053507,19.1934333333333,-781.911977229261,-787.622137096826
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,22,500,1000,0.001,0.0001,1,tanh,2,4,1E-08,0.127415028008942,0.280150793527393,59.5446,-154.54265303035,-154.998452558354
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,512,500,1000,0.1,0.01,0.001,gelu,2,4,1E-12,0.000648113216799,0.001532736608109,29.2910333333333,-754.760287516131,-754.79086936955
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,511,500,1000,0.1,0.01,0.01,gelu,2,4,1E-12,0.000562962910063,0.001076366695213,36.2487833333333,-730.449257713466,-730.599511819025
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,528,500,1000,0.1,0.01,0.001,gelu,3,4,1E-12,0.000277387081664,0.000614067857668,37.5895166666667,-790.800188176303,-790.806919899036
